rule,rep_num
0,0,,True
0,1,,True
0,2,,True
0,3,,True
0,4,,True
0,5,,True
0,6,,True
0,7,,True
0,8,,True
0,9,,True
1,0,,False
1,1,,False
1,2,,False
1,3,,False
1,4,,False
1,5,,False
1,6,,False
1,7,,False
1,8,,False
1,9,,False
2,0,,False
2,1,,False
2,2,,False
2,3,,False
2,4,,False
2,5,,False
2,6,,False
2,7,,False
2,8,,False
2,9,,False
3,0,,False
3,1,,False
3,2,,False
3,3,,False
3,4,,False
3,5,,False
3,6,,False
3,7,,False
3,8,,False
3,9,,False
4,0,,False
4,1,,False
4,2,,False
4,3,,False
4,4,,False
4,5,,False
4,6,,False
4,7,,False
4,8,,False
4,9,,False
5,0,,False
5,1,,False
5,2,,False
5,3,,False
5,4,,False
5,5,,False
5,6,,False
5,7,,False
5,8,,False
5,9,,False
6,0,,False
6,1,,False
6,2,,False
6,3,,False
6,4,,False
6,5,,False
6,6,,False
6,7,,False
6,8,,False
6,9,,False
7,0,,False
7,1,,False
7,2,,False
7,3,,False
7,4,,False
7,5,,False
7,6,,False
7,7,,False
7,8,,False
7,9,,False
8,0,,True
8,1,,True
8,2,,True
8,3,,True
8,4,,True
8,5,,True
8,6,,True
8,7,,True
8,8,,True
8,9,,True
9,0,,False
9,1,,False
9,2,,False
9,3,,False
9,4,,False
9,5,,False
9,6,,False
9,7,,False
9,8,,False
9,9,,False
10,0,,False
10,1,,False
10,2,,False
10,3,,False
10,4,,False
10,5,,False
10,6,,False
10,7,,False
10,8,,False
10,9,,False
11,0,,False
11,1,,False
11,2,,False
11,3,,False
11,4,,False
11,5,,False
11,6,,False
11,7,,False
11,8,,False
11,9,,False
12,0,,False
12,1,,False
12,2,,False
12,3,,False
12,4,,False
12,5,,False
12,6,,False
12,7,,False
12,8,,False
12,9,,False
13,0,,False
13,1,,False
13,2,,False
13,3,,False
13,4,,False
13,5,,False
13,6,,False
13,7,,False
13,8,,False
13,9,,False
14,0,,False
14,1,,False
14,2,,False
14,3,,False
14,4,,False
14,5,,False
14,6,,False
14,7,,False
14,8,,False
14,9,,False
15,0,,False
15,1,,False
15,2,,False
15,3,,False
15,4,,False
15,5,,False
15,6,,False
15,7,,False
15,8,,False
15,9,,False
16,0,,False
16,1,,False
16,2,,False
16,3,,False
16,4,,False
16,5,,False
16,6,,False
16,7,,False
16,8,,False
16,9,,False
17,0,,False
17,1,,False
17,2,,False
17,3,,False
17,4,,False
17,5,,False
17,6,,False
17,7,,False
17,8,,False
17,9,,False
18,0,,False
18,1,,False
18,2,,False
18,3,,False
18,4,,False
18,5,,False
18,6,,False
18,7,,False
18,8,,False
18,9,,False
19,0,,False
19,1,,False
19,2,,False
19,3,,False
19,4,,False
19,5,,False
19,6,,False
19,7,,False
19,8,,False
19,9,,False
20,0,,False
20,1,,False
20,2,,False
20,3,,False
20,4,,False
20,5,,False
20,6,,False
20,7,,False
20,8,,False
20,9,,False
21,0,,False
21,1,,False
21,2,,False
21,3,,False
21,4,,False
21,5,,False
21,6,,False
21,7,,False
21,8,,False
21,9,,False
22,0,,False
22,1,,False
22,2,,False
22,3,,False
22,4,,False
22,5,,False
22,6,,False
22,7,,False
22,8,,False
22,9,,False
23,0,,False
23,1,,False
23,2,,False
23,3,,False
23,4,,False
23,5,,False
23,6,,False
23,7,,False
23,8,,False
23,9,,False
24,0,,False
24,1,,False
24,2,,False
24,3,,False
24,4,,False
24,5,,False
24,6,,False
24,7,,False
24,8,,False
24,9,,False
25,0,,False
25,1,,False
25,2,,False
25,3,,False
25,4,,False
25,5,,False
25,6,,False
25,7,,False
25,8,,False
25,9,,False
26,0,,False
26,1,,False
26,2,,False
26,3,,False
26,4,,False
26,5,,False
26,6,,False
